indicator_type,indicator_content,domain_name 
whois,"{
  ""domain_name"": ""POLITNAVIGATOR.NET"",
  ""registrar"": ""GoDaddy.com, LLC"",
  ""whois_server"": ""whois.godaddy.com"",
  ""referral_url"": null,
  ""updated_date"": [
    ""2022-09-17 21:36:19"",
    ""2022-09-13 14:01:02""
  ],
  ""creation_date"": [
    ""2014-02-11 19:45:45"",
    ""2014-02-11 14:45:45""
  ],
  ""expiration_date"": [
    ""2025-02-11 19:45:45"",
    ""2025-02-11 14:45:45""
  ],
  ""name_servers"": [
    ""DINA.NS.CLOUDFLARE.COM"",
    ""ERIC.NS.CLOUDFLARE.COM""
  ],
  ""status"": [
    ""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"",
    ""clientRenewProhibited https://icann.org/epp#clientRenewProhibited"",
    ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"",
    ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""
  ],
  ""emails"": ""abuse@godaddy.com"",
  ""dnssec"": ""unsigned"",
  ""name"": ""Registration Private"",
  ""org"": ""Domains By Proxy, LLC"",
  ""address"": [
    ""DomainsByProxy.com"",
    ""2155 E Warner Rd""
  ],
  ""city"": ""Tempe"",
  ""state"": ""Arizona"",
  ""registrant_postal_code"": ""85284"",
  ""country"": ""US""
}",politnavigator.net
certificate,"-----BEGIN CERTIFICATE-----
MIIFQDCCBCigAwIBAgISBFZmn7/WNNw5d2BjcnXHQ+XoMA0GCSqGSIb3DQEBCwUA
MDIxCzAJBgNVBAYTAlVTMRYwFAYDVQQKEw1MZXQncyBFbmNyeXB0MQswCQYDVQQD
EwJSMzAeFw0yMjEyMjcxMzIzMDdaFw0yMzAzMjcxMzIzMDZaMB0xGzAZBgNVBAMT
EnBvbGl0bmF2aWdhdG9yLm5ldDCCASIwDQYJKoZIhvcNAQEBBQADggEPADCCAQoC
ggEBALyX3A5SXO/TWFJ9hbKvDKl63WRuN0EQ/5YYLcnROOEeVnTxyFcBUKZxprHg
jfdhttRX71FrhXwlywyDEcqEyvxqCkT2ckedVfErmsLj43WJmHidG0CF9OMjfTeh
RGoaftt9gecvgg0Shgrngp5PdE5oMx5bJZ9/6KUj+BCYBtlio0QGZr4hJBVkbpl9
BlKiVA+s+s5aePvZ9pjyWfMI6bM8HixTp9Dcv6aXvLC2j2cGnNROLgY7IIFLwhDP
x7VUuNtrAQaf1wdZRpxUFynhlS1x9pbVYZl38q6IVPW2DlDnotKVU53ae//Wna+H
PnP+Jz/wUk9ugr5y9Uqiazlk7SkCAwEAAaOCAmMwggJfMA4GA1UdDwEB/wQEAwIF
oDAdBgNVHSUEFjAUBggrBgEFBQcDAQYIKwYBBQUHAwIwDAYDVR0TAQH/BAIwADAd
BgNVHQ4EFgQU3x2MRV4NT8mGzWETgRYPcwzutMswHwYDVR0jBBgwFoAUFC6zF7dY
VsuuUAlA5h+vnYsUwsYwVQYIKwYBBQUHAQEESTBHMCEGCCsGAQUFBzABhhVodHRw
Oi8vcjMuby5sZW5jci5vcmcwIgYIKwYBBQUHMAKGFmh0dHA6Ly9yMy5pLmxlbmNy
Lm9yZy8wNQYDVR0RBC4wLIIScG9saXRuYXZpZ2F0b3IubmV0ghZ3d3cucG9saXRu
YXZpZ2F0b3IubmV0MEwGA1UdIARFMEMwCAYGZ4EMAQIBMDcGCysGAQQBgt8TAQEB
MCgwJgYIKwYBBQUHAgEWGmh0dHA6Ly9jcHMubGV0c2VuY3J5cHQub3JnMIIBAgYK
KwYBBAHWeQIEAgSB8wSB8ADuAHUAtz77JN+cTbp18jnFulj0bF38Qs96nzXEnh0J
gSXttJkAAAGFU/czFQAABAMARjBEAiBrNP0wKOkDO/BUi9QqKtc1y6tB9yFTZ6h5
GshbowRiiwIgCxznIOLDp7xtsKYcI2BR2aY6TqZThvQY87Z24qz6f9sAdQDoPtDa
PvUGNTLnVyi8iWvJA9PL0RFr7Otp4Xd9bQa9bgAAAYVT9zMOAAAEAwBGMEQCICT0
Z1NAt7gwm23kmJfUe02PK1Y6+QfhQve1nvXkxnddAiAqvRt1ajuoWqnJKZTFsOhp
LA2enCgiLU/VWqeR8Ij9fTANBgkqhkiG9w0BAQsFAAOCAQEAKOgOZsCGV9YNglgG
68GzjXEvOnP3nivJ9wX3jSFd0LAqaikRDaDpd2eGn8Ho4qAea4AwialYJz31UTe+
7Yiu7ts7ISTTw0N4/uuldk+vfDckuLWcwF/ZEeR/WLd2x+O9xJcVY3zy1e2ORsGB
9ATUAvxM+B4q/ayX58baMlxWUSGaujbjQuj9r4KROlSsyZpywMlPYH82FWpO1U1P
6b6uKiS3A+UjPc45S6dySuwpU3mhS8HANQ1xToekitQNe8ODtW0eItNrbOZVKLC+
w8FupmAystU6ln40a+ayXE+7Jt1w8YwvnFNa8Mud54KHXFmV5Q5NjI1j3dolKw08
K37qYA==
-----END CERTIFICATE-----
",politnavigator.net
cert-domain,politnavigator.net,politnavigator.net
cert-domain, www.politnavigator.net,politnavigator.net
domain_suffix,politnavigator.net,politnavigator.net
domain,politnavigator,politnavigator.net
css-class,set(),politnavigator.net
ip,194.58.88.47,
subnet,194.58.88,
whois,"{
  ""domain_name"": ""southfront.org"",
  ""registrar"": ""Registrar of Domain Names REG.RU LLC"",
  ""whois_server"": ""http://whois.reg.com"",
  ""referral_url"": null,
  ""updated_date"": ""2022-11-22 13:15:06"",
  ""creation_date"": ""2015-04-30 11:38:20"",
  ""expiration_date"": ""2023-04-30 11:38:20"",
  ""name_servers"": [
    ""ns1.reg.ru"",
    ""ns2.reg.ru""
  ],
  ""status"": ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"",
  ""emails"": ""abuse@reg.ru"",
  ""dnssec"": ""unsigned"",
  ""name"": ""REDACTED FOR PRIVACY"",
  ""org"": ""Privacy Protection"",
  ""address"": ""REDACTED FOR PRIVACY"",
  ""city"": ""REDACTED FOR PRIVACY"",
  ""state"": null,
  ""registrant_postal_code"": ""REDACTED FOR PRIVACY"",
  ""country"": ""RU""
}",southfront.org
certificate,"-----BEGIN CERTIFICATE-----
MIIHQjCCBiqgAwIBAgIMXMHY5qGSfXQckf6pMA0GCSqGSIb3DQEBCwUAMEwxCzAJ
BgNVBAYTAkJFMRkwFwYDVQQKExBHbG9iYWxTaWduIG52LXNhMSIwIAYDVQQDExlB
bHBoYVNTTCBDQSAtIFNIQTI1NiAtIEcyMB4XDTIyMDcxMDEzMzM1OVoXDTIzMDgx
MTEzMzM1OFowGzEZMBcGA1UEAwwQKi5zb3V0aGZyb250Lm9yZzCCAiIwDQYJKoZI
hvcNAQEBBQADggIPADCCAgoCggIBANYeMLWqR45013lSAXAQgcE01AHxofl8a7m+
A15MLWP3Js6DN7GZD6tKHtTBxSsupF5mMn3f4Nb5YulOtYJ2vqhym+/IS666vF2O
0ks3rnrYLj0GiUGPdg7YLB7XYOZuJOk3DZOndORgQO2Tn8kpvPfYCCAEpzcrYnAC
tS4IKPp57rdGq7RXEO/khC4EdzzB/gwssiwW2B8Yr4DB1C3WpTfGdXlv1Wq4wykt
zh/iaT7FS9TwaCj22c7oO0X1mIx6L0NeqKMN91sVz08Bw2sazf6gaZ+yvWvBMHWy
6vHsodcjg9tyCf6LdAkxrSHY0kR83NTpzmaxZr6oFC0Z8FYwOXhi6EiS2DX51dwQ
XUMuwKHIPjz0CJiRqOGSxh9Yg5sNwaIvfEkRn/xes7geAealnMugCpv54s7z8nKI
/+qxaSD0Ecozz8O5vQRJWXZ/IbQEBUz51PH0doHDXesZ7E3X9IZaLo2I8kbV/8Wl
RBlWKT+pcqjbmjSZ9vM4clY78Qzd77XU5+axUif6LMe4kkn4mB6zAIdwh8HwhDSU
eg+wb/RtjPZZIpzTwswjvc37t5q5dTuEAdy8RmRE2omavffLB7BMjSOvwSYWX3eD
+ovsRM6BVKgXC2BSbOM5saPt2x9jgJHVoMJ1EGbJ3EKgctt0e0FAN6Q6dBoAhb5x
/5/Fzt1hAgMBAAGjggNTMIIDTzAOBgNVHQ8BAf8EBAMCBaAwgYoGCCsGAQUFBwEB
BH4wfDBDBggrBgEFBQcwAoY3aHR0cDovL3NlY3VyZS5nbG9iYWxzaWduLmNvbS9j
YWNlcnQvZ3NhbHBoYXNoYTJnMnIxLmNydDA1BggrBgEFBQcwAYYpaHR0cDovL29j
c3AyLmdsb2JhbHNpZ24uY29tL2dzYWxwaGFzaGEyZzIwVwYDVR0gBFAwTjBCBgor
BgEEAaAyAQoKMDQwMgYIKwYBBQUHAgEWJmh0dHBzOi8vd3d3Lmdsb2JhbHNpZ24u
Y29tL3JlcG9zaXRvcnkvMAgGBmeBDAECATAJBgNVHRMEAjAAMD8GA1UdHwQ4MDYw
NKAyoDCGLmh0dHA6Ly9jcmwuZ2xvYmFsc2lnbi5jb20vZ3MvZ3NhbHBoYXNoYTJn
Mi5jcmwwKwYDVR0RBCQwIoIQKi5zb3V0aGZyb250Lm9yZ4IOc291dGhmcm9udC5v
cmcwHQYDVR0lBBYwFAYIKwYBBQUHAwEGCCsGAQUFBwMCMB8GA1UdIwQYMBaAFPXN
1TwIUPlqTzq3l9pWg+Zp0mj3MB0GA1UdDgQWBBTgGcobyqnIqtL4Qy+KFZjyN8d3
gzCCAX0GCisGAQQB1nkCBAIEggFtBIIBaQFnAHYA6D7Q2j71BjUy51covIlryQPT
y9ERa+zraeF3fW0GvW4AAAGB6FEnvQAABAMARzBFAiAqzmTA47+G79iLUHaXylvX
ok/9kQJj6f/iDU5qDJ/7ngIhAJfiFv06wAiOMNIBe/mx+KhfjpoX5AaZduaDlvty
ZSZMAHUAb1N2rDHwMRnYmQCkURX/dxUcEdkCwQApBo2yCJo32RMAAAGB6FElZwAA
BAMARjBEAiBs7OWSNnnYZvmK9utkRjjSNpBklre+Hnmo0TTg93vofwIgcJD8ppOK
yaI8jSTlr+ZbOo/fb47SqXDWPGlWheAybFEAdgCzc3cH4YRQ+GOG1gWp3BEJSnkt
sWcMC4fc8AMOeTalmgAAAYHoUSa2AAAEAwBHMEUCIB5rmy0aoHq25voZhGLU//y3
X6K6IubYLIZz5SFAYNwtAiEAuPyh39L5ACz3osCWa3Tbpj7P+rnSDPd4yjp9w90e
DK4wDQYJKoZIhvcNAQELBQADggEBAEuyoVXPPLVX2D3fU5YEH42CYXSrp6iZPEHX
gXgTlpXYsP7U+o0iVrKanWhhTox11MfpjcryKeOyJLT5NhU0qQPVpKEEcnKV3pzW
w/+o/Fek2RXiO0tkpx7BKrhTggx3UG2nF3ezBUpoVjDb3SarpFzBpTBm2A/BUkpv
q/lvWwTeOEjQrhx2WofYpd8m9PfgLWSgo/aR7S0GqKEd5xzYvJPzSo7BlbR8bjKc
Pam2gwK5EjBhTzIbCE4IVuY/T+faNGqkXjRnuxDpQxtc1SgdmsOuD02uNbzU/VN5
FfyzZkOqeCC0XnY4tKjaW9/Kf2NYOCLqchDElLOTfcGuaiBjqgQ=
-----END CERTIFICATE-----
",southfront.org
cert-domain,*.southfront.org,southfront.org
cert-domain, southfront.org,southfront.org
domain_suffix,southfront.org,southfront.org
domain,southfront,southfront.org
css-class,set(),southfront.org
ip,82.202.172.231,
subnet,82.202.172,
whois,"{
  ""domain_name"": ""ANTIFASHIST.COM"",
  ""registrar"": ""Regional Network Information Center, JSC dba RU-CENTER"",
  ""whois_server"": ""whois.nic.ru"",
  ""referral_url"": null,
  ""updated_date"": [
    ""2022-10-13 18:46:09"",
    ""2022-10-13 18:46:08""
  ],
  ""creation_date"": ""2010-03-27 15:36:43"",
  ""expiration_date"": [
    ""2023-03-27 15:36:43"",
    ""2023-03-26 21:00:00""
  ],
  ""name_servers"": [
    ""DNS31.CLOUDNS.NET"",
    ""DNS32.CLOUDNS.NET"",
    ""DNS33.CLOUDNS.NET"",
    ""DNS34.CLOUDNS.NET"",
    ""dns31.cloudns.net"",
    ""dns32.cloudns.net"",
    ""dns33.cloudns.net"",
    ""dns34.cloudns.net""
  ],
  ""status"": ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"",
  ""emails"": [
    ""tld-abuse@nic.ru"",
    ""antifashist.com@whoisproxy.ru""
  ],
  ""dnssec"": ""unsigned"",
  ""name"": ""Privacy protection service - whoisproxy.ru"",
  ""org"": ""Privacy protection service - whoisproxy.ru"",
  ""address"": ""PO box 99, whoisproxy.ru"",
  ""city"": ""Moscow"",
  ""state"": ""Moscow"",
  ""registrant_postal_code"": ""123308"",
  ""country"": ""RU""
}",antifashist.com
verification_id,wmail-verification|4e0cc8b1009d4de5ed6d7e978f5cb3f4,antifashist.com
verification_id,zen-verification|9zFYvzT8lXv9wrAf84xrbZnqRSy6SJ8Mfo3Jib0gMLgz6UydF8XDTd66BvHnzsBX,antifashist.com
uuid,aaccae40-ef6b-479c-8a2f-9f344d94d8a7,antifashist.com
uuid,612251f4-ada4-4532-8913-40bc98b11642,antifashist.com
crypto-wallet,13b620070d8b6cabc787100433eccb07,antifashist.com
crypto-wallet,132bc0ba61485f50635cfdd0ea7c8dea,antifashist.com
crypto-wallet,1512a8a7e7955eca6453591815e6efb5,antifashist.com
crypto-wallet,1cd6bef7377a241000456b7813303f2f,antifashist.com
crypto-wallet,303e807a609b5226a0d32d0c53955e440,antifashist.com
crypto-wallet,1cf652354c3f35ed3262844d11a68534,antifashist.com
crypto-wallet,3fb3cb40dc10950a7d1a9ed4241a2b26,antifashist.com
certificate,"-----BEGIN CERTIFICATE-----
MIIFODCCBCCgAwIBAgISA0dIn8YM0Ny+b0KpPa4g1uihMA0GCSqGSIb3DQEBCwUA
MDIxCzAJBgNVBAYTAlVTMRYwFAYDVQQKEw1MZXQncyBFbmNyeXB0MQswCQYDVQQD
EwJSMzAeFw0yMjEyMjYyMzMzNTRaFw0yMzAzMjYyMzMzNTNaMBoxGDAWBgNVBAMT
D2FudGlmYXNoaXN0LmNvbTCCASIwDQYJKoZIhvcNAQEBBQADggEPADCCAQoCggEB
AO3WvGXjAKh1uQbnxqy/9E/R91ZzXMc+JUdrQW5ofhTH2aZTsn9EFxkRQB0Mz+Uc
nVStPQxmsxO93MbeAU986NiDmpPFPfyLm/aMahN25CDwtHKstGgNoeLZ9x8B/1OQ
nyEBGyneH6rcG1knZwEedRLl7iO8TjQ5kmDHoLv58JsP3WC2YDxqT5iuZOhbEJoM
UUulnuwoCN/DwuS/hPQjMBr7xYNZ13dQZJsiPXkiNzK57cASM8oErC0gzv/6Bnfy
tIM650oO3i2hItahq2TYcYYHD4SPCdbJX1aZf0/yF7VSXt2mgnOKIdDzFLOSqapn
oT/TOVp2+moMmUTaCq1wR2sCAwEAAaOCAl4wggJaMA4GA1UdDwEB/wQEAwIFoDAd
BgNVHSUEFjAUBggrBgEFBQcDAQYIKwYBBQUHAwIwDAYDVR0TAQH/BAIwADAdBgNV
HQ4EFgQUqn7husenred5wDkTufqDy2/V2qUwHwYDVR0jBBgwFoAUFC6zF7dYVsuu
UAlA5h+vnYsUwsYwVQYIKwYBBQUHAQEESTBHMCEGCCsGAQUFBzABhhVodHRwOi8v
cjMuby5sZW5jci5vcmcwIgYIKwYBBQUHMAKGFmh0dHA6Ly9yMy5pLmxlbmNyLm9y
Zy8wLwYDVR0RBCgwJoIPYW50aWZhc2hpc3QuY29tghN3d3cuYW50aWZhc2hpc3Qu
Y29tMEwGA1UdIARFMEMwCAYGZ4EMAQIBMDcGCysGAQQBgt8TAQEBMCgwJgYIKwYB
BQUHAgEWGmh0dHA6Ly9jcHMubGV0c2VuY3J5cHQub3JnMIIBAwYKKwYBBAHWeQIE
AgSB9ASB8QDvAHUAejKMVNi3LbYg6jjgUh7phBZwMhOFTTvSK8E6V6NS61IAAAGF
UQAJPQAABAMARjBEAiBdeZNlBsrPlcVVa4Wtn1GQkGRgIa3AJj0DKUmqDKSVRgIg
PYZaiVPArajVHTHRD1fjt8QiJmxdAZlqrtUux1IWlNEAdgCt9776fP8QyIudPZwe
PhhqtGcpXc+xDCTKhYY069yCigAAAYVRAAtRAAAEAwBHMEUCIQC8jrjg+9areBP3
VlB+oPHGX6cUNTXcgZ9+zMUSI+oI+gIgY4dBQPzqTU+2u1D2qGOdJ92AyWwn99mZ
CYZAyv3CYVMwDQYJKoZIhvcNAQELBQADggEBAJy0tqTMLKmjrxHl1x0WvudAZtU1
yvOwqEtiKHpDWMNPoEnO9URV2b/nV919vIDPpTN3sGh3y7I0mEr7ljQWM5pMnah9
GxFOloPSnft0/Vj6RyX5Te5kD5WWPFntiHGNZ7vQdZZuUAOGI53jsnQfYjbn6m5j
HcSA9j/Uw83mgZiGvxVn0/UfKVHyTtFR2k32McI81A3l2UXMnhl7fM6Raeyin7JQ
L0hCk63HGEH+Iv3YtEQZPaC91NrRizTZ4Z8b6lLjlIuHeg1g9CoqZL+4/06yEi2o
TrXMW0+Ti1xqxgkPdWL8cw6k8n1wuCel4IMNMzdx3PdAbT9w1exIgjuOL9g=
-----END CERTIFICATE-----
",antifashist.com
cert-domain,antifashist.com,antifashist.com
cert-domain, www.antifashist.com,antifashist.com
cdn-domain,mc.yandex.ru,antifashist.com
cdn-domain,,antifashist.com
cdn-domain,antifashist.com,antifashist.com
domain_suffix,antifashist.com,antifashist.com
domain,antifashist,antifashist.com
css-class,"{'socialsprite-ok', 'teaser_100934_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'com-zoo', 'emailnews', 'jbzoo-item-100934', 'graybox', 'telegram', 'layout-frontpage', 'jbzoo-rborder', 'js-flickity', 'headtitletopnews', 'nav', 'jbzoo-item-100935', 'af_100913_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'topnewsfourtopseven', 'col-sm-12', 'video_100554_612251f4-ada4-4532-8913-40bc98b11642', 'col-xs-3', 'subscribeme', 'teaser_100932_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'zoo-itemid-0', 'pagination', 'device-table-no', 'default_100601_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'column', 'col-lg-8', 'gallery-cell', 'graybackgroundqaz', 'itemid-934', 'teaser_100938_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'socialsprite-twitter', 'item-wrapper-desc', 'col-sm-9', 'col-lg-9', 'socialiconstop', 'email', 'borderlinecomponent', 'frontpage', 'default_100510_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'video_100485_612251f4-ada4-4532-8913-40bc98b11642', 'jbzoo-item-100932', 'lang-ru', 'col-sm-3', 'modafterctwo', 'module-items', 'alias-blog', 'rborder', 'col-xs-5', 'disqusallcount', 'col-md-9', 'item-1484', 'jbzoo-item-100943', 'title', 'teaser_100937_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'commentsicon', 'date', 'custom', 'video_100930_612251f4-ada4-4532-8913-40bc98b11642', 'minitextvozrazt', 'nomarginleft', 'default_100169_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'jbzoo-item-100938', 'layout-default', 'vozrazt', 'readmore', 'item-1524', 'clearfix', 'item-1301', 'item-1519', 'textpadding', 'wcenter', 'device-android-no', 'items', 'tringle', '__lxGc__', 'jbzoo-item-100936', 'end', 'col-sm-4', 'jbzoo-app-blog', 'media', 'media-left', 'hidden-md', 'teaser_100939_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'col-md-3', 'rightallmod', 'default_100288_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'pushall', 'menu', 'teaser_100940_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'topseven_100419_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'align-left', 'teaser_100928_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'default_99140_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'top4', 'moduletable_datenews', 'col-md-4', 'width100', 'linktoous', 'modaftercone', 'dqallcount', 'item-1621', 'col-lg-1', 'col-lg-3', 'item-1272', 'first', 'jbzoo-item-100942', 'last', 'teaser_100933_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'moduletable', 'task-none', 'leftmainmenu', 'col-lg-4', 'col-sm-6', 'item-1452', 'teaser_100929_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'component-wrapper', 'row', 'af_100886_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'jbzoo-item-100946', 'jbzoo-item-100939', 'topseven_97120_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'minipadding', 'col-md-5', 'col-md-6', 'nomargin', 'ya-site-form_inited_no', 'col-lg-12', 'jbzoo-item-teaser', 'item-1316', 'jbimage-link', 'topseven_95769_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'gradientred', 'topnewsitemzoo', 'videomodule', 'col-md-8', 'hidden-xs', 'logoleft', 'fly-text', 'teaser_100943_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'jbzoo-item-100937', 'youtubered', 'minilogo', 'jfontsize-button', 'jbzoo-tmpl-catalog', 'videoold', 'col-md-12', 'moduletabletop7header', 'slogan', 'jfontsize', 'default_100301_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'col-md-2', 'jbzoo-view-frontpage', 'device-ios-no', 'items-col-1', 'teaserimage', 'view-frontpage', 'yoo-zoo', 'nopadding', 'disqus-comment-count', 'nopaddingright', 'default_100334_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'jbzoo-item-100945', 'teaseritem', 'headersite', 'teaser_100941_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'align-', 'addpadding', 'wrapper-item-desc', 'jbzoo-item', 'col-xs-4', 'image', 'jbuniversal-catalog', 'teaser_100946_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'fix', 'headertoptitle', 'item-date', 'zoo-item-list', 'item-1273', 'jbzoo-item-news', 'no-js', 'col-lg-6', 'teaser_100944_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'bold', 'righttopnews', 'tmpl-index', 'customtop7header', 'socialsprite-vk', 'item-1271', 'jbzoo-item-100931', 'fly-textpreview', 'socialsprite', 'teaser_100942_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'jbimage', 'item-1462', 'teaser_100931_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'jbzoo-item-100928', 'ya-site-form', 'col-lg-5', 'jbzoo-item-100941', 'minitextcontact', 'yasearch', 'col-sm-5', 'device-mobile-no', 'youtube', 'small', 'jbzoo-item-video', 'socialsprite-rss', 'jbzoo-item-100944', 'zoo-list', 'item-934', 'teaser_100936_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'jb-box', 'jbzoo', 'jbzoo-item-100929', 'latestmodulenews', 'topseven_95731_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'socialsprite-fb', 'item-description', 'af_100929_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'teaser_100935_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'af_100875_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'next', 'news7', 'gallery', 'container', 'col-lg-2', 'af_100892_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'jbzoo-item-100940', 'teasertext', 'jbzoo-item-100933', 'module-items-col-1', 'default_100628_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'clr', 'default_99492_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'col-xs-12', 'anons', 'hidden-sm', 'af_100912_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'teaser_100945_aaccae40-ef6b-479c-8a2f-9f344d94d8a7', 'zoo-categoryid-0', 'logoclick'}",antifashist.com
ip,188.127.226.94,
subnet,188.127.226,
whois,"{
  ""domain_name"": ""MEDIAPATRIOT.RU"",
  ""registrar"": ""REGRU-RU"",
  ""creation_date"": ""2019-09-30 11:07:00"",
  ""expiration_date"": ""2023-09-30 11:07:00"",
  ""name_servers"": [
    ""ns1.airee.ru."",
    ""ns2.airee.ru."",
    ""ns3.airee.ru.""
  ],
  ""status"": ""REGISTERED, DELEGATED, UNVERIFIED"",
  ""emails"": null,
  ""org"": ""Federalnoe agentstvo novostei, LLC""
}",mediapatriot.ru
verification_id,yandex-verification|732dd2b241ba52ea,mediapatriot.ru
yandex_tag_id,ym(55564264,mediapatriot.ru
certificate,"-----BEGIN CERTIFICATE-----
MIIFJDCCBAygAwIBAgISBKlpM1tX/27b4wUpKakUtfvMMA0GCSqGSIb3DQEBCwUA
MDIxCzAJBgNVBAYTAlVTMRYwFAYDVQQKEw1MZXQncyBFbmNyeXB0MQswCQYDVQQD
EwJSMzAeFw0yMjEyMDQxMTE5MjlaFw0yMzAzMDQxMTE5MjhaMBoxGDAWBgNVBAMT
D21lZGlhcGF0cmlvdC5ydTCCASIwDQYJKoZIhvcNAQEBBQADggEPADCCAQoCggEB
AL0uE8v/uo//VvdZzZxM1r9LR5gSMmTOBAikJKVixlT57vhQb6wGY9MLQhYAV7/d
s+PHm/2Iau6MzIleD/VQeIsm8Qyk9Y5e6Cx/7OoptJ2t4+C8Rkl1e2wVmdaKa0Hx
v39ameOEd5dcTMQ1ithbCRTTdlEKjbyac0/zSXuCSzAHP8Qij7xhv2ETOGwd0CdC
fbJWEXzUVB20pr0l4A1P3Opd5fgz5PCfkp3r4uH5RGG0joJeWXG1mvYY4jDsGkNb
Sq6Zee+jGLe6ypbdglkEctbnvfX1iQ/yBW0/lkcSgSi3wpjdlDlv8XR3wRqyRWiJ
WE/YhG6KeRR8kzUfVhsaDmMCAwEAAaOCAkowggJGMA4GA1UdDwEB/wQEAwIFoDAd
BgNVHSUEFjAUBggrBgEFBQcDAQYIKwYBBQUHAwIwDAYDVR0TAQH/BAIwADAdBgNV
HQ4EFgQUWx+8Y0nsnm8LT8vFOvQ9sSJzx4IwHwYDVR0jBBgwFoAUFC6zF7dYVsuu
UAlA5h+vnYsUwsYwVQYIKwYBBQUHAQEESTBHMCEGCCsGAQUFBzABhhVodHRwOi8v
cjMuby5sZW5jci5vcmcwIgYIKwYBBQUHMAKGFmh0dHA6Ly9yMy5pLmxlbmNyLm9y
Zy8wGgYDVR0RBBMwEYIPbWVkaWFwYXRyaW90LnJ1MEwGA1UdIARFMEMwCAYGZ4EM
AQIBMDcGCysGAQQBgt8TAQEBMCgwJgYIKwYBBQUHAgEWGmh0dHA6Ly9jcHMubGV0
c2VuY3J5cHQub3JnMIIBBAYKKwYBBAHWeQIEAgSB9QSB8gDwAHYA6D7Q2j71BjUy
51covIlryQPTy9ERa+zraeF3fW0GvW4AAAGE3RO/CQAABAMARzBFAiEAihbADSVU
lrIe9sTj/nRc6dG1UjOsL+NSUGdOMsxUuy0CIGBE/NfrKmVBL6nD8+gzoaYRfSY8
8fzPD5nUQH4UKjcSAHYAejKMVNi3LbYg6jjgUh7phBZwMhOFTTvSK8E6V6NS61IA
AAGE3RPBFAAABAMARzBFAiA2J1rLUrVzIwDfl303L/fQwrpnVvh/WtqBZvn87OVg
pgIhAN7/mdlMpSmezd7L16zvNf6J2Uujti8WjNd5Q2Pqr0RKMA0GCSqGSIb3DQEB
CwUAA4IBAQCUjre9dteV89wjzZMAbiWSKjjIp1ojQC7wHjd7UUjv1jATpeFH/2/x
sjJuJkBLTJmqXuKngA2J/sXCgWnGZ5RGDaNPhLmXtIJdFkG/CH5MpuXiivK/pVbA
KDZlSpYkrS9HRDx6EcsonwcsuLf8gjKbzOE9wovlKgkjHhYFhDLMNs9Bu79jobHK
RNY2SWkAmYbKdx5dILkZhhAPr2G4m010iDwuekT0+UHXzgtvHB6i9P0uXSpctBhP
XPL1FyGFYTMkVBgSklUkn9KrBPis5goGfEAAgki+zO86r5Ie6acawTzl7yS2zRqH
LdP9DZa3yrcTWGqQK0BDge8AV7AcUOpV
-----END CERTIFICATE-----
",mediapatriot.ru
cert-domain,mediapatriot.ru,mediapatriot.ru
